outer_fold,keyword_id,surface_form,include_core,include_main,include_extended,story_local_flag,train_df,validation_df,test_df,train_group_df,validation_group_df,test_group_df,eligible_1_1_1,eligible_10_3_3,eligible_20_5_5,eligible_group_1_1_1,eligible_group_10_3_3,eligible_group_20_5_5
2,lpw_f867f34178,好,false,true,true,false,22,3,6,20,3,5,true,true,false,true,true,false
2,lpw_795cfc96d4,因为,false,true,true,false,22,3,6,21,3,6,true,true,false,true,true,false
2,lpw_b7fc681861,这样,false,true,true,false,17,3,11,17,3,5,true,true,false,true,true,false
2,lpw_7eabb36ba1,都,false,true,true,false,21,3,6,21,3,6,true,true,false,true,true,false
2,lpw_1d9ed56951,事,false,true,true,false,21,3,6,21,3,6,true,true,false,true,true,false
2,lpw_19a29e87c9,这儿,false,true,true,false,21,3,6,21,3,6,true,true,false,true,true,false
2,lpw_cf8cedd58b,像,false,false,true,false,21,3,5,20,3,5,true,true,false,true,true,false
2,lpw_9dc5c0158d,一样,false,false,true,false,19,7,3,19,7,3,true,true,false,true,true,false
2,lpw_61f43315f9,看,false,false,true,false,23,2,3,23,2,3,true,false,false,true,false,false
2,lpw_0ef5c86fab,可以,false,false,true,false,19,5,4,19,5,4,true,true,false,true,true,false
2,lpw_df0d251938,想,false,false,true,false,24,2,2,24,2,2,true,false,false,true,false,false
2,lpw_2719a8ea30,从,false,false,true,false,17,2,8,17,2,8,true,false,false,true,false,false
2,lpw_383a53d95c,跟,false,false,true,false,20,2,5,20,2,5,true,false,false,true,false,false
2,lpw_03fe6b38e7,呀,false,false,true,false,22,1,4,22,1,4,true,false,false,true,false,false
2,lpw_467b2562ed,要是,false,false,true,false,15,5,7,15,5,7,true,true,false,true,true,false
2,lpw_1bc709b8bf,还,false,false,true,false,15,3,8,15,3,8,true,true,false,true,true,false
2,lpw_5ac1612110,吗,false,false,true,false,20,2,4,19,2,4,true,false,false,true,false,false
2,lpw_a61f02e145,那么,false,false,true,false,17,4,5,15,4,5,true,true,false,true,true,false
2,lpw_bad8b6c7ae,吧,false,false,true,false,16,4,5,16,3,5,true,true,false,true,true,false
2,lpw_443053caf3,地理学家,false,false,false,true,22,2,1,16,2,1,true,false,false,true,false,false
2,lpw_08e2725ce1,而,false,false,true,false,17,0,8,17,0,8,false,false,false,false,false,false
2,lpw_15c2457566,感到,false,false,true,false,17,3,5,17,3,5,true,true,false,true,true,false
2,lpw_4fbf406572,沙漠,false,false,true,false,15,4,6,15,4,6,true,true,false,true,true,false
2,lpw_04e45efb3b,用,false,false,true,false,18,0,7,17,0,7,false,false,false,false,false,false
2,lpw_7677ca84c6,这么,false,false,true,false,12,7,6,12,4,6,true,true,false,true,true,false
2,lpw_72113362c6,不过,false,false,true,false,11,2,11,11,2,2,true,false,false,true,false,false
2,lpw_677aad1a0e,朋友,false,false,true,false,22,0,2,22,0,2,false,false,false,false,false,false
2,lpw_44dd6014a5,大人,false,false,true,false,21,0,2,21,0,2,false,false,false,false,false,false
2,lpw_1462a7d853,地方,false,false,true,false,17,3,3,17,3,3,true,true,false,true,true,false
2,lpw_1ec087a5d0,猴面包树,false,false,false,true,19,1,3,19,1,3,true,false,false,true,false,false
2,lpw_e7ace7adf2,太,false,false,true,false,16,2,5,16,2,5,true,false,false,true,false,false
2,lpw_aebd6fbbd2,一朵,false,false,true,false,16,3,4,16,3,4,true,true,false,true,true,false
2,lpw_7a590a22cd,这些,false,false,true,false,17,1,5,17,1,5,true,false,false,true,false,false
2,lpw_49da61ceee,天,false,false,true,false,17,2,3,17,2,3,true,false,false,true,false,false
2,lpw_a0cc5593ee,来说,false,false,true,false,13,2,6,13,2,4,true,false,false,true,false,false
2,lpw_29506aa712,有点,false,false,true,false,17,1,3,17,1,3,true,false,false,true,false,false
2,lpw_b181350186,东西,false,false,true,false,15,0,5,15,0,5,false,false,false,false,false,false
2,lpw_eeef861b87,地球,false,false,true,false,16,1,3,16,1,3,true,false,false,true,false,false
2,lpw_78c82d9f41,觉得,false,false,true,false,13,2,5,13,2,5,true,false,false,true,false,false
2,lpw_7205426737,看见,false,false,true,false,14,2,4,14,2,4,true,false,false,true,false,false
2,lpw_a6664df1ef,玫瑰,false,false,true,false,15,3,2,14,3,2,true,false,false,true,false,false
2,lpw_abd258db99,那些,false,false,true,false,15,2,3,15,2,3,true,false,false,true,false,false
2,lpw_b8a694b2df,起来,false,false,true,false,10,5,5,10,5,5,true,true,false,true,true,false
2,lpw_693e132f27,声,false,false,true,false,18,0,2,14,0,2,false,false,false,false,false,false
2,lpw_7c2c50fbaf,啊,false,false,false,false,17,0,2,17,0,2,false,false,false,false,false,false
2,lpw_7d4ca7f48e,大,false,false,false,false,14,2,3,14,2,3,true,false,false,true,false,false
2,lpw_5e1dc2a833,的是,false,false,false,false,15,1,3,15,1,3,true,false,false,true,false,false
2,lpw_1ed5efc3dc,儿,false,false,false,false,13,1,5,13,1,5,true,false,false,true,false,false
2,lpw_3a1a30dbb2,就像,false,false,false,false,15,3,1,15,3,1,true,false,false,true,false,false
2,lpw_8e37cd5f7f,明白,false,false,false,false,13,2,4,13,2,4,true,false,false,true,false,false
2,lpw_928f87d450,命令,false,false,false,true,14,1,4,14,1,4,true,false,false,true,false,false
2,lpw_b4444021ad,那儿,false,false,false,false,14,1,4,14,1,4,true,false,false,true,false,false
2,lpw_a2f7e42081,所以,false,false,false,false,17,0,2,13,0,2,false,false,false,false,false,false
2,lpw_33a8618cb6,问题,false,false,false,false,16,0,3,16,0,3,false,false,false,false,false,false
2,lpw_bcacb40df8,我们,false,false,false,false,11,4,4,11,4,4,true,true,false,true,true,false
2,lpw_9a18d5dc38,一颗,false,false,false,false,12,0,7,12,0,7,false,false,false,false,false,false
2,lpw_8ee12e2310,已经,false,false,false,false,15,0,4,15,0,4,false,false,false,false,false,false
2,lpw_2ccec3b419,非常,false,false,false,false,16,1,1,16,1,1,true,false,false,true,false,false
2,lpw_ba8bd7c8c9,只有,false,false,false,false,9,2,7,9,2,7,true,false,false,true,false,false
2,lpw_1f863793c6,但,false,false,false,false,11,1,6,11,1,6,true,false,false,true,false,false
2,lpw_b56f36b529,到,false,false,false,false,13,1,4,13,1,4,true,false,false,true,false,false
2,lpw_dd18ed3fb2,点灯人,false,false,false,true,17,0,1,13,0,1,false,false,false,false,false,false
2,lpw_0da9a35a4b,朵,false,false,false,false,13,1,4,13,1,4,true,false,false,true,false,false
2,lpw_dfaa7d6f73,还是,false,false,false,false,10,3,5,10,3,5,true,true,false,true,true,false
2,lpw_dc749837f4,火山,false,false,false,true,13,3,2,13,3,2,true,false,false,true,false,false
2,lpw_1ca2298198,哪儿,false,false,false,false,13,3,2,13,3,2,true,false,false,true,false,false
2,lpw_413c06bcef,能,false,false,false,false,13,2,3,13,2,3,true,false,false,true,false,false
2,lpw_056b9c6262,谁,false,false,false,false,13,2,3,13,2,3,true,false,false,true,false,false
2,lpw_8b6ff49851,时间,false,false,false,false,11,0,7,11,0,7,false,false,false,false,false,false
2,lpw_216a478784,一只,false,false,false,false,12,1,5,11,1,5,true,false,false,true,false,false
2,lpw_fa6e73c549,那个,false,false,false,false,10,2,5,10,2,5,true,false,false,true,false,false
2,lpw_142d843e71,当,false,false,false,false,14,0,3,14,0,3,false,false,false,false,false,false
2,lpw_1940119f05,多,false,false,false,false,12,2,3,12,2,3,true,false,false,true,false,false
2,lpw_9bbfbbc76f,您,false,false,false,true,10,2,5,10,2,5,true,false,false,true,false,false
2,lpw_59cbe38d1c,我有,false,false,false,false,12,1,4,12,1,4,true,false,false,true,false,false
2,lpw_c9b87f516a,五,false,false,false,true,15,0,2,14,0,2,false,false,false,false,false,false
2,lpw_13c12b064b,下,false,false,false,false,10,3,4,10,3,4,true,true,false,true,true,false
2,lpw_c3a6e91c19,驯,false,false,false,true,12,3,2,11,3,2,true,false,false,true,false,false
2,lpw_827d018e1b,真,false,false,false,false,14,2,1,14,2,1,true,false,false,true,false,false
2,lpw_94f5404441,做,false,false,false,false,10,1,6,10,1,6,true,false,false,true,false,false
2,lpw_5ee8091a38,怎么,false,false,false,false,10,1,5,10,1,5,true,false,false,true,false,false
2,lpw_597ae23d84,长,false,false,false,false,8,3,5,8,3,5,true,false,false,true,false,false
2,lpw_bafe3b2ee7,爱,false,false,false,false,10,3,3,10,3,3,true,true,false,true,true,false
2,lpw_e49587b1da,蛇,false,false,false,true,13,2,1,7,2,1,true,false,false,true,false,false
2,lpw_33f40475f8,我在,false,false,false,false,11,2,3,11,2,3,true,false,false,true,false,false
2,lpw_d657ee1d4a,正,false,false,false,true,12,2,2,12,2,2,true,false,false,true,false,false
2,lpw_19956b104c,行星,false,false,false,false,10,1,4,10,1,4,true,false,false,true,false,false
2,lpw_584cd0fcf3,不是,false,false,false,false,9,2,4,9,2,4,true,false,false,true,false,false
2,lpw_0002e2d87f,当然,false,false,false,false,14,1,0,7,1,0,false,false,false,false,false,false
2,lpw_9ee0280bc4,干,false,false,false,false,11,1,3,11,1,3,true,false,false,true,false,false
2,lpw_09901d3de2,颗,false,false,false,false,11,1,3,11,1,3,true,false,false,true,false,false
2,lpw_83385d2eda,两,false,false,false,false,13,1,1,13,1,1,true,false,false,true,false,false
2,lpw_7d58b6422c,时,false,false,false,false,14,1,0,14,1,0,false,false,false,false,false,false
2,lpw_1b919bb478,为什么,false,false,false,false,8,0,7,7,0,7,false,false,false,false,false,false
2,lpw_06ba27715e,我是,false,false,false,false,8,2,5,8,2,5,true,false,false,true,false,false
2,lpw_395ae225e5,亿,false,false,false,false,14,1,0,13,1,0,false,false,false,false,false,false
2,lpw_a8cd9642aa,重要,false,false,false,false,14,0,1,13,0,1,false,false,false,false,false,false
2,lpw_9b952dd4e3,的话,false,false,false,false,9,2,3,9,2,3,true,false,false,true,false,false
2,lpw_58ed4c69fb,接着,false,false,false,false,13,0,1,12,0,1,false,false,false,false,false,false
2,lpw_88d5840fab,请,false,false,false,false,12,1,1,11,1,1,true,false,false,true,false,false
2,lpw_7ca71b72d7,如果,false,false,false,false,12,1,1,12,1,1,true,false,false,true,false,false
2,lpw_3f1784ce8b,商人,false,false,false,false,11,2,1,10,2,1,true,false,false,true,false,false
2,lpw_5484678be4,时候,false,false,false,false,10,1,3,9,1,3,true,false,false,true,false,false
2,lpw_22c95798a9,使,false,false,false,false,11,0,3,11,0,3,false,false,false,false,false,false
2,lpw_e66d9fac19,事情,false,false,false,false,11,1,2,11,1,2,true,false,false,true,false,false
2,lpw_327b54d04f,水,false,false,false,false,13,0,1,13,0,1,false,false,false,false,false,false
2,lpw_653b04330b,喜欢,false,false,false,false,9,1,4,9,1,4,true,false,false,true,false,false
2,lpw_ab158a8483,比,false,false,false,false,13,0,0,13,0,0,false,false,false,false,false,false
2,lpw_3966c0d55d,别的,false,false,false,false,11,0,2,11,0,2,false,false,false,false,false,false
2,lpw_c7ae73a94d,不会,false,false,false,false,9,1,3,9,1,3,true,false,false,true,false,false
2,lpw_c8ae97be80,家,false,false,false,true,8,0,5,8,0,5,false,false,false,false,false,false
2,lpw_e9c1d16595,看到,false,false,false,false,10,1,2,10,1,2,true,false,false,true,false,false
2,lpw_64f62e9803,路灯,false,false,false,true,8,1,4,7,1,4,true,false,false,true,false,false
2,lpw_85217f7aff,日,false,false,false,false,8,2,3,8,2,3,true,false,false,true,false,false
2,lpw_754a9d5828,四,false,false,false,false,9,2,2,9,2,2,true,false,false,true,false,false
2,lpw_ae99f297e9,所有,false,false,false,false,10,1,2,10,1,2,true,false,false,true,false,false
2,lpw_e8635424ab,探险,false,false,false,true,8,0,5,8,0,5,false,false,false,false,false,false
2,lpw_260bd80462,望,false,false,false,false,10,0,3,10,0,3,false,false,false,false,false,false
2,lpw_1d8fb5e34e,笑,false,false,false,false,10,1,2,10,1,2,true,false,false,true,false,false
2,lpw_af76fed85c,些,false,false,false,false,10,1,2,10,1,2,true,false,false,true,false,false
2,lpw_bd49c65dde,养,false,false,false,true,10,2,1,9,2,1,true,false,false,true,false,false
2,lpw_941252022a,也不,false,false,false,false,9,1,3,9,1,3,true,false,false,true,false,false
2,lpw_41f8d30e7f,夜里,false,false,false,false,8,2,3,8,2,3,true,false,false,true,false,false
2,lpw_3617c85a66,于是,false,false,false,false,8,1,4,8,1,4,true,false,false,true,false,false
2,lpw_a567bdaa11,中,false,false,false,false,10,0,3,10,0,3,false,false,false,false,false,false
2,lpw_39eae64cfc,开,false,false,false,true,8,2,2,8,2,2,true,false,false,true,false,false
2,lpw_148b16e603,一点,false,false,false,false,8,0,4,8,0,4,false,false,false,false,false,false
2,lpw_abc511ca95,满,false,false,false,false,9,1,2,9,1,2,true,false,false,true,false,false
2,lpw_08dddeac13,点,false,false,false,false,8,0,4,8,0,4,false,false,false,false,false,false
2,lpw_ef4e15ff45,都是,false,false,false,false,8,2,2,8,2,2,true,false,false,true,false,false
2,lpw_036f781126,话,false,false,false,false,4,5,3,4,3,3,true,false,false,true,false,false
2,lpw_b30391caa1,可不是,false,false,false,false,7,4,1,5,2,1,true,false,false,true,false,false
2,lpw_e9ce9aefa3,落,false,false,false,false,7,2,3,7,2,3,true,false,false,true,false,false
2,lpw_7d2bda9879,蟒蛇,false,false,false,true,7,3,2,7,3,2,true,false,false,true,false,false
2,lpw_ca4f5ee82e,然后,false,false,false,false,10,2,0,7,2,0,false,false,false,false,false,false
2,lpw_a4c3313deb,三,false,false,false,false,9,2,1,9,2,1,true,false,false,true,false,false
2,lpw_a9b1124b34,晚上,false,false,false,false,9,2,1,8,2,1,true,false,false,true,false,false
2,lpw_3e63e3d08e,我不,false,false,false,false,8,1,3,5,1,3,true,false,false,true,false,false
2,lpw_42230da180,我想,false,false,false,false,10,2,0,10,2,0,false,false,false,false,false,false
2,lpw_577fd55103,虚荣的人,false,false,false,true,8,1,3,8,1,3,true,false,false,true,false,false
2,lpw_5448481f38,一天,false,false,false,false,8,1,3,8,1,2,true,false,false,true,false,false
2,lpw_aa98317793,以前,false,false,false,false,7,3,2,7,3,2,true,false,false,true,false,false
2,lpw_c277be8a4b,找,false,false,false,false,10,0,2,10,0,2,false,false,false,false,false,false
2,lpw_cbba0a98ab,住,false,false,false,false,10,2,0,10,2,0,false,false,false,false,false,false
2,lpw_057c8f7842,远,false,false,false,false,7,2,2,7,2,2,true,false,false,true,false,false
2,lpw_9482d0359c,转,false,false,false,true,9,0,2,8,0,2,false,false,false,false,false,false
2,lpw_c814805bc6,吃,false,false,false,true,9,1,1,9,1,1,true,false,false,true,false,false
2,lpw_b2ddecd32a,刺,false,false,false,false,7,1,3,6,1,3,true,false,false,true,false,false
2,lpw_8cb1f721c8,但是,false,false,false,false,10,0,1,10,0,1,false,false,false,false,false,false
2,lpw_10493d06b9,发现,false,false,false,false,9,0,2,9,0,2,false,false,false,false,false,false
2,lpw_bd957bc497,分钟,false,false,false,false,8,1,2,8,1,2,true,false,false,true,false,false
2,lpw_1c31582177,酒鬼,false,false,false,true,5,3,3,5,3,3,true,false,false,true,false,false
2,lpw_8e80d04a82,你会,false,false,false,true,8,2,1,8,2,1,true,false,false,true,false,false
2,lpw_1ec687a275,人们,false,false,false,true,6,1,4,6,1,4,true,false,false,true,false,false
2,lpw_473400815c,声音,false,false,false,false,7,3,1,7,3,1,true,false,false,true,false,false
2,lpw_1f2eb2608d,听,false,false,false,false,6,3,2,6,3,2,true,false,false,true,false,false
2,lpw_30bc5c7b4c,我要,false,false,false,false,8,2,1,8,2,1,true,false,false,true,false,false
2,lpw_43584f37c1,现在,false,false,false,false,7,2,2,7,1,2,true,false,false,true,false,false
2,lpw_68cf5e71c2,小行星,false,false,false,true,6,2,3,6,2,3,true,false,false,true,false,false
2,lpw_256c0476ed,也是,false,false,false,false,8,0,3,8,0,3,false,false,false,false,false,false
2,lpw_dc50d5e51e,一张,false,false,false,true,9,1,1,9,1,1,true,false,false,true,false,false
2,lpw_e2d5460909,一座,false,false,false,false,8,1,2,8,1,2,true,false,false,true,false,false
2,lpw_65eb352d08,意思,false,false,false,true,5,4,2,5,2,2,true,false,false,true,false,false
2,lpw_7ff9df9923,作,false,false,false,false,11,0,0,8,0,0,false,false,false,false,false,false
2,lpw_c05f7cd6ed,飞机,false,false,false,true,7,2,1,7,2,1,true,false,false,true,false,false
2,lpw_f66de6c4cd,走,false,false,false,false,7,2,1,7,2,1,true,false,false,true,false,false
2,lpw_001d9c64f7,座,false,false,false,true,7,2,1,7,2,1,true,false,false,true,false,false
2,lpw_23e89ba0a1,变得,false,false,false,false,9,0,1,9,0,1,false,false,false,false,false,false
2,lpw_5b693ea232,并不,false,false,false,false,8,1,1,8,1,1,true,false,false,true,false,false
2,lpw_00a9d5bd97,道,false,false,false,false,8,1,1,6,1,1,true,false,false,true,false,false
2,lpw_be65bd5518,风,false,false,false,false,8,0,2,8,0,2,false,false,false,false,false,false
2,lpw_83eec76b39,还有,false,false,false,false,6,1,3,6,1,3,true,false,false,true,false,false
2,lpw_5f887419f4,孩子,false,false,false,true,8,1,1,8,1,1,true,false,false,true,false,false
2,lpw_f92f065aad,看不见,false,false,false,false,6,1,3,6,1,3,true,false,false,true,false,false
2,lpw_b4dcb3305a,们,false,false,false,false,8,0,2,7,0,2,false,false,false,false,false,false
2,lpw_642b100e13,你要,false,false,false,false,6,2,2,6,2,2,true,false,false,true,false,false
2,lpw_da153c5b45,却,false,false,false,false,7,0,3,7,0,3,false,false,false,false,false,false
2,lpw_1be968f125,书,false,false,false,false,4,2,4,4,2,4,true,false,false,true,false,false
2,lpw_63e84e56ed,说不定,false,false,false,false,6,1,3,6,1,3,true,false,false,true,false,false
2,lpw_2ed64c1d92,为了,false,false,false,false,4,2,4,4,2,4,true,false,false,true,false,false
2,lpw_5ebf3d1bfd,我把,false,false,false,false,8,1,1,8,1,1,true,false,false,true,false,false
2,lpw_6af7322be2,我没,false,false,false,false,9,1,0,9,1,0,false,false,false,false,false,false
2,lpw_a2f77db0e9,向,false,false,false,false,6,0,4,6,0,4,false,false,false,false,false,false
2,lpw_e6ad7a1dbc,以后,false,false,false,false,7,1,2,7,1,2,true,false,false,true,false,false
2,lpw_25eba59465,走了,false,false,false,false,7,1,2,7,1,2,true,false,false,true,false,false
3,lpw_8af2350cfd,的,true,true,true,false,418,59,119,417,59,118,true,true,true,true,true,true
3,lpw_b70bb4acc0,我,true,true,true,false,366,53,107,359,52,102,true,true,true,true,true,true
3,lpw_8b7b91e000,他,true,true,true,false,221,31,59,205,29,59,true,true,true,true,true,true
3,lpw_ccca744613,说,true,true,true,false,205,25,58,122,18,35,true,true,true,true,true,true
3,lpw_b2dd27e84f,了,true,true,true,false,184,26,52,183,26,52,true,true,true,true,true,true
3,lpw_a0c7716669,你,true,true,true,false,148,20,41,141,20,40,true,true,true,true,true,true
3,lpw_87f2a033cf,小王子,true,true,true,false,135,13,28,87,13,25,true,true,true,true,true,true
3,lpw_d409ab2ab3,这,true,true,true,false,118,19,34,116,16,33,true,true,true,true,true,true
3,lpw_b5141d3d19,是,true,true,true,false,101,14,28,97,14,28,true,true,true,true,true,true
3,lpw_2f9d9872e5,就,true,true,true,false,91,12,24,83,12,24,true,true,true,true,true,true
3,lpw_12404a0b63,在,true,true,true,false,86,13,24,85,13,24,true,true,true,true,true,true
3,lpw_74570c7270,对,true,true,true,false,74,12,22,70,10,20,true,true,true,true,true,true
3,lpw_9e5bf0d2d9,着,true,true,true,false,67,9,22,63,9,17,true,true,true,true,true,true
3,lpw_bdbd41e490,地,true,true,true,false,63,9,19,63,9,19,true,true,true,true,true,true
3,lpw_5ba1e3c0eb,会,true,true,true,false,59,9,17,59,9,17,true,true,true,true,true,true
3,lpw_e1dbc1c99f,一个,true,true,true,false,59,9,17,59,9,17,true,true,true,true,true,true
3,lpw_c1b52e0e64,什么,true,true,true,false,54,7,16,50,7,15,true,true,true,true,true,true
3,lpw_90ce0f66f0,有,true,true,true,false,54,8,15,51,8,15,true,true,true,true,true,true
3,lpw_50f5d65d57,人,true,true,true,false,52,8,15,52,8,15,true,true,true,true,true,true
3,lpw_059ab0f707,花儿,true,true,true,false,51,8,15,51,7,15,true,true,true,true,true,true
3,lpw_7e9260e925,它,true,true,true,false,51,7,14,49,7,14,true,true,true,true,true,true
3,lpw_02811cec0b,呢,true,true,true,false,49,7,14,46,7,14,true,true,true,true,true,true
3,lpw_db5ba671d2,上,true,true,true,false,49,7,14,48,7,14,true,true,true,true,true,true
3,lpw_10518f8f0a,他们,true,true,true,false,46,7,14,46,7,14,true,true,true,true,true,true
3,lpw_e71ce5deab,又,true,true,true,false,43,6,12,41,5,12,true,true,true,true,true,true
3,lpw_6d8229118c,来,true,true,true,false,40,6,12,39,6,12,true,true,true,true,true,true
3,lpw_f2b91797ea,很,true,true,true,false,39,6,11,39,6,11,true,true,true,true,true,true
3,lpw_6a9fec7faf,星星,true,true,true,false,38,6,12,38,6,12,true,true,true,true,true,true
3,lpw_ad37574404,让,true,true,true,false,38,6,10,38,6,10,true,true,true,true,true,true
3,lpw_2ab425e0c6,她,true,true,true,false,36,6,11,36,6,11,true,true,true,true,true,true
3,lpw_62f2d6c1a1,星球,true,true,true,false,37,5,11,36,5,11,true,true,true,true,true,true
3,lpw_6e55fb9d8a,给,true,true,true,false,35,5,11,35,5,10,true,true,true,true,true,true
3,lpw_5a2362a202,那,true,true,true,false,35,5,10,35,5,10,true,true,true,true,true,true
3,lpw_de9f18b00a,画,false,false,false,true,36,3,10,36,3,9,true,true,false,true,true,false
3,lpw_3a116815bc,个,false,true,true,false,33,5,10,33,5,10,true,true,true,true,true,true
3,lpw_975f35218e,要,false,true,true,false,32,5,10,32,5,10,true,true,true,true,true,true
3,lpw_658605835b,也,false,true,true,false,33,4,10,33,4,10,true,true,false,true,true,false
3,lpw_979e2bc35b,这个,false,true,true,false,32,5,10,32,5,10,true,true,true,true,true,true
3,lpw_51a75f4634,一,false,true,true,false,32,4,10,32,4,9,true,true,false,true,true,false
3,lpw_38ca4a9c76,可是,false,true,true,false,32,4,9,28,4,9,true,true,false,true,true,false
3,lpw_8b9cefa38e,可,false,true,true,false,29,5,9,29,5,8,true,true,true,true,true,true
3,lpw_279e8b3573,没,false,true,true,false,30,4,9,30,4,9,true,true,false,true,true,false
3,lpw_99ae21ea6c,去,false,true,true,false,31,4,8,31,4,8,true,true,false,true,true,false
3,lpw_d7b6472b11,知道,false,true,true,false,30,4,9,27,4,8,true,true,false,true,true,false
3,lpw_71b1ed1114,得,false,true,true,false,28,4,8,27,4,8,true,true,false,true,true,false
3,lpw_f777893480,过,false,true,true,false,28,4,8,28,4,8,true,true,false,true,true,false
3,lpw_8a5d477bda,你们,false,true,true,false,27,4,8,26,4,8,true,true,false,true,true,false
3,lpw_38e917f021,国王,false,false,false,true,23,5,10,20,5,9,true,true,true,true,true,true
3,lpw_3d7114281f,和,false,true,true,false,26,4,8,26,4,8,true,true,false,true,true,false
3,lpw_f3f5126487,回答,false,true,true,false,26,4,8,23,4,7,true,true,false,true,true,false
3,lpw_fb43354d2a,自己,false,true,true,false,25,4,8,25,3,8,true,true,false,true,true,false
3,lpw_2442748e41,把,false,true,true,false,25,4,8,25,4,8,true,true,false,true,true,false
3,lpw_0a93e4ffe2,狐狸,false,false,false,true,20,0,16,15,0,6,false,false,false,false,false,false
3,lpw_79f43de6e3,里,false,true,true,false,25,4,7,25,4,7,true,true,false,true,true,false
3,lpw_b02dfe2160,不,false,true,true,false,23,4,7,23,3,7,true,true,false,true,true,false
3,lpw_88aa006eb3,就是,false,true,true,false,23,4,7,23,4,7,true,true,false,true,true,false
3,lpw_238b95ae07,绵羊,false,false,false,true,25,3,6,25,3,5,true,true,false,true,true,false
3,lpw_c40b3d2880,它们,false,true,true,false,23,4,7,23,4,7,true,true,false,true,true,false
3,lpw_f127804b92,没有,false,true,true,false,23,3,7,22,3,7,true,true,false,true,true,false
3,lpw_4628c0e06f,问,false,true,true,false,25,2,5,15,2,5,true,false,false,true,false,false
3,lpw_6a7339bb75,小,false,true,true,false,21,5,6,21,3,6,true,true,true,true,true,false
3,lpw_409e2c3882,只,false,true,true,false,22,3,7,22,3,7,true,true,false,true,true,false
3,lpw_f867f34178,好,false,true,true,false,22,3,6,19,3,6,true,true,false,true,true,false
3,lpw_795cfc96d4,因为,false,true,true,false,22,3,6,21,3,6,true,true,false,true,true,false
3,lpw_b7fc681861,这样,false,true,true,false,24,2,5,18,2,5,true,false,false,true,false,false
3,lpw_7eabb36ba1,都,false,true,true,false,21,3,6,21,3,6,true,true,false,true,true,false
3,lpw_1d9ed56951,事,false,true,true,false,21,3,6,21,3,6,true,true,false,true,true,false
3,lpw_19a29e87c9,这儿,false,true,true,false,21,3,6,21,3,6,true,true,false,true,true,false
3,lpw_cf8cedd58b,像,false,false,true,false,21,4,4,20,4,4,true,true,false,true,true,false
3,lpw_9dc5c0158d,一样,false,false,true,false,22,2,5,22,2,5,true,false,false,true,false,false
3,lpw_61f43315f9,看,false,false,true,false,21,0,7,21,0,7,false,false,false,false,false,false
3,lpw_0ef5c86fab,可以,false,false,true,false,20,3,5,20,3,5,true,true,false,true,true,false
3,lpw_df0d251938,想,false,false,true,false,19,2,7,19,2,7,true,false,false,true,false,false
3,lpw_2719a8ea30,从,false,false,true,false,21,5,1,21,5,1,true,false,false,true,false,false
3,lpw_383a53d95c,跟,false,false,true,false,20,2,5,20,2,5,true,false,false,true,false,false
3,lpw_03fe6b38e7,呀,false,false,true,false,17,2,8,17,2,8,true,false,false,true,false,false
3,lpw_467b2562ed,要是,false,false,true,false,16,4,7,16,4,7,true,true,false,true,true,false
3,lpw_1bc709b8bf,还,false,false,true,false,18,3,5,18,3,5,true,true,false,true,true,false
3,lpw_5ac1612110,吗,false,false,true,false,18,5,3,18,4,3,true,true,false,true,true,false
3,lpw_a61f02e145,那么,false,false,true,false,17,3,6,15,3,6,true,true,false,true,true,false
3,lpw_bad8b6c7ae,吧,false,false,true,false,19,2,4,18,2,4,true,false,false,true,false,false
3,lpw_443053caf3,地理学家,false,false,false,true,18,2,5,12,2,5,true,false,false,true,false,false
3,lpw_08e2725ce1,而,false,false,true,false,19,1,5,19,1,5,true,false,false,true,false,false
3,lpw_15c2457566,感到,false,false,true,false,15,4,6,15,4,6,true,true,false,true,true,false
3,lpw_4fbf406572,沙漠,false,false,true,false,16,3,6,16,3,6,true,true,false,true,true,false
3,lpw_04e45efb3b,用,false,false,true,false,17,3,5,16,3,5,true,true,false,true,true,false
3,lpw_7677ca84c6,这么,false,false,true,false,19,5,1,19,2,1,true,false,false,true,false,false
3,lpw_72113362c6,不过,false,false,true,false,20,1,3,11,1,3,true,false,false,true,false,false
3,lpw_677aad1a0e,朋友,false,false,true,false,18,0,6,18,0,6,false,false,false,false,false,false
3,lpw_44dd6014a5,大人,false,false,true,false,15,4,4,15,4,4,true,true,false,true,true,false
3,lpw_1462a7d853,地方,false,false,true,false,17,0,6,17,0,6,false,false,false,false,false,false
3,lpw_1ec087a5d0,猴面包树,false,false,false,true,15,2,6,15,2,6,true,false,false,true,false,false
3,lpw_e7ace7adf2,太,false,false,true,false,14,2,7,14,2,7,true,false,false,true,false,false
3,lpw_aebd6fbbd2,一朵,false,false,true,false,17,2,4,17,2,4,true,false,false,true,false,false
3,lpw_7a590a22cd,这些,false,false,true,false,15,3,5,15,3,5,true,true,false,true,true,false
3,lpw_49da61ceee,天,false,false,true,false,15,2,5,15,2,5,true,false,false,true,false,false
3,lpw_a0cc5593ee,来说,false,false,true,false,14,2,5,12,2,5,true,false,false,true,false,false
3,lpw_29506aa712,有点,false,false,true,false,16,2,3,16,2,3,true,false,false,true,false,false
3,lpw_b181350186,东西,false,false,true,false,10,2,8,10,2,8,true,false,false,true,false,false
3,lpw_eeef861b87,地球,false,false,true,false,14,2,4,14,2,4,true,false,false,true,false,false
